Inbound delivery created this many days after shipment,PO issued on date,Delivery entered by supplier on,PO-line-Conf type,PO-line-Conf type,Vendor,vendor name,Plant,PO Document Date,PO Document,PO Item,Confirmation Number,Confirmation Category,Created by,Purchasing Group,Responsible buyer,Delivery Created by,Created on,Lead Time Code,Confirmed Delivery Date
0,3/8/2020,05/19/2020,45101834456LALRH,45101834456LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183445,6,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,05/19/2020,F2807,06/16/2020
PO conf,3/8/2020,PO conf,45101834456ABLRH,45101834456AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183445,6,3,AB,GELECCLCL_BI,518,Ying Xia,#,05/29/2020,F2807,06/15/2020
3,3/8/2020,05/07/2020,45101834457LALRH,45101834457LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183445,7,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834457ABLRH,45101834457AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183445,7,3,AB,GELECCLCL_BI,518,Ying Xia,#,05/29/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834461LALR9,45101834461LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183446,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834461ABLR9,45101834461AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183446,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/06/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834471LALR9,45101834471LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834471ABLR9,45101834471AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834472LALR9,45101834472LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834472ABLR9,45101834472AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834473LALR9,45101834473LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834473ABLR9,45101834473AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834474LALR9,45101834474LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834474ABLR9,45101834474AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834475LALR9,45101834475LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834475ABLR9,45101834475AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,5,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/08/2020
1,3/8/2020,05/15/2020,45101834476LALR9,45101834476LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/11/2020
PO conf,3/8/2020,PO conf,45101834476ABLR9,45101834476AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/10/2020
-3,3/8/2020,05/15/2020,45101834477LALR9,45101834477LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834477ABLR9,45101834477AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/12/2020
-3,3/8/2020,05/15/2020,45101834478LALR9,45101834478LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834478ABLR9,45101834478AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,8,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/12/2020
1,3/8/2020,05/15/2020,45101834479LALR9,45101834479LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/11/2020
PO conf,3/8/2020,PO conf,45101834479ABLR9,45101834479AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/10/2020
3,3/8/2020,05/07/2020,451018344710LALR9,451018344710LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503015350,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,451018344710ABLR9,451018344710AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183447,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/14/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834481LALR9,45101834481LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834481LALR9,45101834481LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834481ABLR9,45101834481AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,1,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834481ABLR9,45101834481AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,1,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834482ABLR9,45101834482AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,2,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834482LALR9,45101834482LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,2,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834483ABXXX,45101834483AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,3,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834483LAXXX,45101834483LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,3,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834484LALR9,45101834484LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834484ABLR9,45101834484AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
-3,3/8/2020,05/15/2020,45101834485LALR9,45101834485LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834485ABLR9,45101834485AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
3,3/8/2020,05/07/2020,45101834486LALR9,45101834486LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834486LALR9,45101834486LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834486ABLR9,45101834486AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,6,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834486ABLR9,45101834486AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,6,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834487ABLR9,45101834487AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,7,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/15/2020
0,3/8/2020,05/19/2020,45101834487LALR9,45101834487LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/19/2020,F2807,06/16/2020
3,3/8/2020,05/07/2020,45101834488LALR9,45101834488LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503015350,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834488ABLR9,45101834488AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834489LALR9,45101834489LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834489ABLR9,45101834489AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,9,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
-3,3/8/2020,05/15/2020,451018344810LALR9,451018344810LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,10,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,451018344810ABLR9,451018344810AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
-3,3/8/2020,05/15/2020,451018344811LALR9,451018344811LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,11,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,451018344811ABLR9,451018344811AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183448,11,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
1,3/8/2020,05/15/2020,45101834491LALR9,45101834491LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/11/2020
-3,3/8/2020,05/15/2020,45101834491LALR9,45101834491LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,1,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834491ABLR9,45101834491AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,1,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/10/2020
PO conf,3/8/2020,PO conf,45101834491ABLR9,45101834491AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,1,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
3,3/8/2020,05/07/2020,45101834492LAXXX,45101834492LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834492ABXXX,45101834492AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
8,3/8/2020,05/27/2020,45101834493LALR9,45101834493LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/27/2020,F2807,06/16/2020
PO conf,3/8/2020,PO conf,45101834493ABLR9,45101834493AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/15/2020
1,3/8/2020,05/12/2020,45101834494LALR9,45101834494LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834494ABLR9,45101834494AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834495LALR9,45101834495LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834495ABLR9,45101834495AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834496LALR9,45101834496LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834496ABLR9,45101834496AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834497LALR9,45101834497LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834497ABLR9,45101834497AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834498LALR9,45101834498LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834498ABLR9,45101834498AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834499LALR9,45101834499LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834499ABLR9,45101834499AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183449,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834501ABLR9,45101834501AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,1,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/15/2020
0,3/8/2020,05/19/2020,45101834501LALR9,45101834501LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/19/2020,F2807,06/16/2020
3,3/8/2020,05/07/2020,45101834502LALR9,45101834502LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503015350,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834502ABLR9,45101834502AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,2,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834503LALR9,45101834503LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834503ABLR9,45101834503AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,3,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/01/2020
-3,3/8/2020,05/15/2020,45101834504LALR9,45101834504LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834504ABLR9,45101834504AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
1,3/8/2020,05/15/2020,45101834505LALR9,45101834505LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/11/2020
-3,3/8/2020,05/15/2020,45101834505LALR9,45101834505LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,5,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/15/2020
PO conf,3/8/2020,PO conf,45101834505ABLR9,45101834505AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,5,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/10/2020
PO conf,3/8/2020,PO conf,45101834505ABLR9,45101834505AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183450,5,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/18/2020,F2807,06/12/2020
1,3/8/2020,05/15/2020,45101834511LALR9,45101834511LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/15/2020,F2807,06/11/2020
PO conf,3/8/2020,PO conf,45101834511ABLR9,45101834511AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/10/2020
3,3/8/2020,05/07/2020,45101834512LALR9,45101834512LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503015350,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834512ABLR9,45101834512AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/01/2020
3,3/8/2020,05/07/2020,45101834513LALR9,45101834513LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834513ABLR9,45101834513AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834514LALR9,45101834514LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834514ABLR9,45101834514AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834515LALR9,45101834515LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
PO conf,3/8/2020,PO conf,45101834515ABLR9,45101834515AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,5,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/01/2020
1,3/8/2020,05/12/2020,45101834516LALR9,45101834516LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834516ABLR9,45101834516AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834517LALR9,45101834517LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834517ABLR9,45101834517AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,7,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/08/2020
1,3/8/2020,05/12/2020,45101834518LALR9,45101834518LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/12/2020,F2807,06/08/2020
PO conf,3/8/2020,PO conf,45101834518ABLR9,45101834518AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/13/2020,F2807,06/08/2020
3,3/8/2020,05/07/2020,45101834519LALR9,45101834519LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,03/08/2020,4510183451,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,05/07/2020,F2807,06/01/2020
