Inbound delivery created this many days after shipment,PO issued on date,Delivery entered by supplier on,PO-line-Conf type,PO-line-Conf type,Vendor,vendor name,Plant,PO Document Date,PO Document,PO Item,Confirmation Number,Confirmation Category,Created by,Purchasing Group,Responsible buyer,Delivery Created by,Created on,Lead Time Code,Confirmed Delivery Date
16,1/3/2020,04/01/2020,451018046711LALR9,451018046711LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180467,11,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/01/2020,F2807,04/13/2020
PO conf,1/3/2020,PO conf,451018046711ABLR9,451018046711AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180467,11,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/13/2020
1,1/3/2020,03/26/2020,451018046712LALR9,451018046712LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180467,12,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/22/2020
PO conf,1/3/2020,PO conf,451018046712ABLR9,451018046712AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180467,12,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/22/2020
0,1/3/2020,04/01/2020,45101804687LALR9,45101804687LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180468,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/01/2020,F2807,04/29/2020
PO conf,1/3/2020,PO conf,45101804687ABLR9,45101804687AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180468,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/29/2020
-2,1/3/2020,03/11/2020,45101804696LALR9,45101804696LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/11/2020,F2807,04/10/2020
PO conf,1/3/2020,PO conf,45101804696ABLR9,45101804696AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/10/2020
1,1/3/2020,03/25/2020,45101804698LALR9,45101804698LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/25/2020,F2807,04/21/2020
1,1/3/2020,03/26/2020,45101804698LALR9,45101804698LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,8,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/22/2020
PO conf,1/3/2020,PO conf,45101804698ABLR9,45101804698AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,8,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/21/2020
PO conf,1/3/2020,PO conf,45101804698ABLR9,45101804698AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/03/2020,4510180469,8,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/22/2020
PO conf,1/5/2020,PO conf,45101805705ABLRH,45101805705AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,5,1,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/24/2020
3,1/5/2020,03/30/2020,45101805705LALRH,45101805705LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,5,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/30/2020,F2807,04/24/2020
PO conf,1/5/2020,PO conf,45101805705ABLRH,45101805705AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,5,3,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/29/2020
0,1/5/2020,04/01/2020,45101805705LALRH,45101805705LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,5,4,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,04/01/2020,F2807,04/29/2020
2,1/5/2020,03/25/2020,451018057011LALRH,451018057011LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/25/2020,F2807,04/20/2020
1,1/5/2020,03/26/2020,451018057011LALRH,451018057011LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/26/2020,F2807,04/22/2020
1,1/5/2020,03/25/2020,451018057011LALRH,451018057011LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,3,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/25/2020,F2807,04/21/2020
3,1/5/2020,03/27/2020,451018057011LALRH,451018057011LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,4,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/27/2020,F2807,04/21/2020
3,1/5/2020,03/30/2020,451018057011LALRH,451018057011LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,6,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/30/2020,F2807,04/24/2020
PO conf,1/5/2020,PO conf,451018057011ABLRH,451018057011AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,7,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/20/2020
PO conf,1/5/2020,PO conf,451018057011ABLRH,451018057011AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,8,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/21/2020
PO conf,1/5/2020,PO conf,451018057011ABLRH,451018057011AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,11,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/21/2020
PO conf,1/5/2020,PO conf,451018057011ABLRH,451018057011AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,12,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/22/2020
PO conf,1/5/2020,PO conf,451018057011ABLRH,451018057011AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180570,11,15,AB,GELECCLCL_BI,518,Ying Xia,#,04/09/2020,F2807,04/24/2020
1,1/5/2020,03/25/2020,451018057111LALRH,451018057111LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180571,11,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/25/2020,F2807,04/21/2020
3,1/5/2020,04/06/2020,451018057111LALRH,451018057111LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180571,11,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/01/2020
PO conf,1/5/2020,PO conf,451018057111ABLRH,451018057111AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180571,11,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/21/2020
PO conf,1/5/2020,PO conf,451018057111ABLRH,451018057111AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180571,11,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/01/2020
PO conf,1/5/2020,PO conf,45101805727ABLRH,45101805727AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,7,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/21/2020,F2807,04/22/2020
1,1/5/2020,03/26/2020,45101805727LALRH,45101805727LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/22/2020
3,1/5/2020,04/17/2020,451018057211LALRH,451018057211LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,11,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/17/2020,F2807,05/12/2020
2,1/5/2020,04/22/2020,451018057211LALRH,451018057211LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,11,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/22/2020,F2807,05/18/2020
2,1/5/2020,04/22/2020,451018057211LALRH,451018057211LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,11,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/22/2020,F2807,05/18/2020
PO conf,1/5/2020,PO conf,451018057211ABLRH,451018057211AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,11,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/21/2020,F2807,05/12/2020
PO conf,1/5/2020,PO conf,451018057211ABLRH,451018057211AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/05/2020,4510180572,11,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/21/2020,F2807,05/18/2020
-1,1/10/2020,04/12/2020,451018095713LALRH,451018095713LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180957,13,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,04/12/2020,F2807,05/11/2020
PO conf,1/10/2020,PO conf,451018095713ABLRH,451018095713AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180957,13,2,AB,GELECCLCL_BI,518,Ying Xia,#,04/26/2020,F2807,05/08/2020
2,1/10/2020,03/26/2020,45101809587LALRH,45101809587LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180958,7,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/26/2020,F2807,04/21/2020
4,1/10/2020,03/30/2020,45101809587LALRH,45101809587LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180958,7,4,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/30/2020,F2807,04/23/2020
PO conf,1/10/2020,PO conf,45101809587ABLRH,45101809587AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180958,7,5,AB,GELECCLCL_BI,518,Ying Xia,#,04/12/2020,F2807,04/21/2020
PO conf,1/10/2020,PO conf,45101809587ABLRH,45101809587AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180958,7,6,AB,GELECCLCL_BI,518,Ying Xia,#,04/12/2020,F2807,04/23/2020
PO conf,1/10/2020,PO conf,45101809595ABLRH,45101809595AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180959,5,1,AB,GELECCLCL_BI,518,Ying Xia,#,04/24/2020,F2807,05/20/2020
2,1/10/2020,04/24/2020,45101809595LALRH,45101809595LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/10/2020,4510180959,5,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,04/24/2020,F2807,05/20/2020
2,1/11/2020,03/26/2020,451018107711LALR9,451018107711LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/21/2020
3,1/11/2020,04/17/2020,451018107711LALR9,451018107711LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/17/2020,F2807,05/12/2020
PO conf,1/11/2020,PO conf,451018107711ABLR9,451018107711AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/26/2020,F2807,04/21/2020
3,1/11/2020,04/13/2020,451018107711LALR9,451018107711LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/13/2020,F2807,05/08/2020
PO conf,1/11/2020,PO conf,451018107711ABLR9,451018107711AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/26/2020,F2807,05/08/2020
PO conf,1/11/2020,PO conf,451018107711ABLR9,451018107711AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181077,11,9,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/26/2020,F2807,05/12/2020
19,1/11/2020,04/08/2020,451018108211LALR9,451018108211LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181082,11,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/08/2020,F2807,04/17/2020
1,1/11/2020,03/26/2020,451018108211LALR9,451018108211LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181082,11,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/22/2020
PO conf,1/11/2020,PO conf,451018108211ABLR9,451018108211AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181082,11,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/12/2020,F2807,04/17/2020
PO conf,1/11/2020,PO conf,451018108211ABLR9,451018108211AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,01/11/2020,4510181082,11,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/12/2020,F2807,04/22/2020
PO conf,2/7/2020,PO conf,45101823981ABLRH,45101823981AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,02/07/2020,4510182398,1,1,AB,GELECCLCL_BI,518,Ying Xia,#,05/09/2020,F2807,06/08/2020
1,2/7/2020,05/12/2020,45101823981LALRH,45101823981LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,02/07/2020,4510182398,1,2,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,05/12/2020,F2807,06/08/2020
5,2/27/2020,03/18/2020,45101829961LALRH,45101829961LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,02/27/2020,4510182996,1,1,LA,212781000,518,Ying Xia,GELPI_PROXY,03/18/2020,F1200,03/25/2020
PO conf,2/27/2020,PO conf,45101829961ABLRH,45101829961AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,02/27/2020,4510182996,1,3,AB,212781000,518,Ying Xia,#,03/18/2020,F1200,03/25/2020
2,5/19/2020,06/01/2020,45101860801LALR7,45101860801LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,05/19/2020,4510186080,1,1,LA,220041177,150,SFG Steven Shi,GELPI_PROXY,06/01/2020,F1000,06/09/2020
PO conf,5/19/2020,PO conf,45101860801ABLR7,45101860801AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,05/19/2020,4510186080,1,3,AB,220041177,150,SFG Steven Shi,#,06/01/2020,F1000,06/09/2020
2,5/19/2020,06/01/2020,45101860821LALR7,45101860821LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,05/19/2020,4510186082,1,1,LA,220041177,150,SFG Steven Shi,GELPI_PROXY,06/01/2020,F1000,06/09/2020
PO conf,5/19/2020,PO conf,45101860821ABLR7,45101860821AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,05/19/2020,4510186082,1,2,AB,220041177,150,SFG Steven Shi,#,06/01/2020,F1000,06/09/2020
0,6/12/2020,08/17/2020,45101870531LALR6,45101870531LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,1,1,LA,220041177,531,Zhiqiang Zhou,FDT503200228,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,45101870531ABLR6,45101870531AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,1,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,45101870534LALR9,45101870534LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,4,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,45101870534ABLR9,45101870534AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,4,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,45101870534LALR9,45101870534LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,4,3,LA,220041177,531,Zhiqiang Zhou,FDT503200228,08/17/2020,F2807,09/14/2020
0,6/12/2020,08/17/2020,45101870535LALR9,45101870535LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,5,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,45101870535ABLR9,45101870535AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,5,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,45101870536LALR9,45101870536LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,6,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,45101870536ABLR9,45101870536AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,6,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,45101870537LALR9,45101870537LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,7,1,LA,220041177,531,Zhiqiang Zhou,FDT503200228,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,45101870537ABLR9,45101870537AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,7,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,45101870538LALR7,45101870538LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,8,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,45101870538ABLR7,45101870538AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,8,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,45101870538LALR7,45101870538LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,8,3,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,45101870539LALR7,45101870539LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,9,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,45101870539ABLR7,45101870539AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,9,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,45101870539LALR7,45101870539LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,9,3,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,451018705310LALR4,451018705310LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,10,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,451018705310ABLR4,451018705310AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,10,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,451018705311LALR4,451018705311LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,11,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,451018705311ABLR4,451018705311AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,11,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
3,6/12/2020,08/17/2020,451018705311LALR4,451018705311LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,11,3,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,451018705312LALR9,451018705312LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,12,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,451018705312ABLR9,451018705312AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,12,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,451018705312LALR9,451018705312LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,12,3,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
0,6/12/2020,08/17/2020,451018705313LALR9,451018705313LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,13,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,451018705313ABLR9,451018705313AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,13,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,451018705314LALR9,451018705314LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,14,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,451018705314ABLR9,451018705314AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,14,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,451018705315LALR9,451018705315LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,15,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,451018705315ABLR9,451018705315AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,15,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
0,6/12/2020,08/17/2020,451018705316LALR9,451018705316LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,16,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/17/2020,F2807,09/14/2020
PO conf,6/12/2020,PO conf,451018705316ABLR9,451018705316AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,16,2,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,451018705316ABLR9,451018705316AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,16,5,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/25/2020
3,6/12/2020,09/07/2020,451018705317LALR9,451018705317LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,17,1,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,09/07/2020,F2807,10/02/2020
3,6/12/2020,08/31/2020,451018705317LALR9,451018705317LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,17,2,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/31/2020,F2807,09/25/2020
PO conf,6/12/2020,PO conf,451018705317ABLR9,451018705317AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,17,3,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/11/2020
PO conf,6/12/2020,PO conf,451018705317ABLR9,451018705317AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,17,4,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,10/02/2020
3,6/12/2020,08/31/2020,451018705318LALR9,451018705318LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,18,2,LA,220041177,531,Zhiqiang Zhou,GELPI_PROXY,08/31/2020,F2807,09/25/2020
PO conf,6/12/2020,PO conf,451018705318ABLR9,451018705318AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,18,3,AB,220041177,531,Zhiqiang Zhou,#,09/07/2020,F2807,09/25/2020
0,6/12/2020,08/17/2020,451018705319LALR9,451018705319LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6WWC,06/12/2020,4510187053,19,1,LA,220041177,531,Zhiqiang Zhou,FDT503200228,08/17/2020,F2807,09/14/2020
